ID,gender,Management,USAcitizen,Married,MonthsInUnion,ContinuingEd,StateOfResidence,Connectivity,FeatureA,FeatureB,FeatureC,FeatureD,FeatureE,FeatureF,DuesFrequency,PaperlessBilling,PaymentMethod,MonthlyDues,TotalDues,LeftUnion
Justin1461-13615,Male,0,No,Yes,23,No,MO,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,40.1,857.75,No
Justin1462-14263,Female,0,Yes,Yes,48,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Mailed check,20,935.9,No
Justin1463-19804,Male,0,Yes,Yes,59,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Credit card (automatic),19.3,1192.7,No
Justin1464-15442,Male,0,No,No,2,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.75,116.65,Yes
Justin1465-18428,Female,0,Yes,Yes,23,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Bank transfer (automatic),20.4,478.75,No
Justin1466-15705,Female,0,No,No,14,Yes,MO,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.8,1129.1,Yes
Justin1467-14353,Male,0,Yes,No,64,Yes,IL,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),66.15,4392.5,No
Justin1468-19413,Female,1,No,No,1,Yes,IL,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,85.7,Yes
Justin1469-13910,Female,0,No,No,1,Yes,MO,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.4,55.4,Yes
Justin1470-19326,Female,0,No,No,1,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.05,75.05,Yes
Justin1471-17541,Male,1,Yes,No,57,Yes,MO,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,90.65,5199.8,No
Justin1472-17309,Female,1,Yes,No,72,Yes,IL,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.75,8277.05,No
Justin1473-16448,Male,0,No,No,32,Yes,MO,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3183.4,Yes
Justin1474-17536,Male,0,No,Yes,1,Yes,MO,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.45,70.45,No
Justin1475-16637,Female,1,No,No,64,Yes,IL,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),74.65,4869.35,No
Justin1476-16350,Female,0,Yes,Yes,51,Yes,IL,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,90.15,4554.85,No
Justin1477-14356,Female,0,No,No,20,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Mailed check,19.5,403.15,No
Justin1478-15346,Female,0,No,No,23,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,Yes,Credit card (automatic),19.65,478.1,No
Justin1479-18635,Female,0,Yes,No,72,Yes,IL,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92,6474.4,No
Justin1480-18892,Female,0,No,No,63,Yes,IL,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),97.45,6253,No
Justin1481-13498,Female,0,No,No,21,No,MO,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.1,770.4,No
Justin1482-13266,Female,0,No,No,24,Yes,IL,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.55,2259.35,No
Justin1483-18097,Female,0,No,No,12,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Electronic check,20.15,260.7,No
Justin1484-13319,Female,0,Yes,No,60,No,MO,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),37.7,2288.7,No
Justin1485-14590,Female,0,No,No,51,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Bank transfer (automatic),24.95,1288,No
Justin1486-13660,Male,0,No,No,1,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,Yes,Mailed check,20.25,20.25,No
Justin1487-15340,Female,0,No,No,8,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45,369.3,No
Justin1488-19105,Female,0,No,No,1,No,MO,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.6,24.6,Yes
Justin1489-14442,Male,0,No,No,13,Yes,MO,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.8,973.45,Yes
Justin1490-19185,Male,0,Yes,Yes,34,No,MO,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),30.4,938.65,No
Justin1491-18417,Male,0,No,No,21,No,MO,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36,780.15,No
Justin1492-17521,Male,0,No,No,3,Yes,MO,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,86.05,244.85,No
Justin1493-16245,Male,0,No,No,1,No,MO,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,29.15,29.15,No
Justin1494-16657,Female,1,No,No,49,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.8,2106.05,No
Justin1495-15602,Male,1,No,No,1,No,MO,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.1,25.1,Yes
Justin1496-13417,Female,1,No,No,54,Yes,IL,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,72.1,3886.05,No
Justin1497-19663,Male,0,Yes,Yes,68,Yes,IL,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.8,5293.95,Yes
Justin1498-13481,Female,0,Yes,Yes,6,Yes,MO,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,54.85,355.1,No
Justin1499-16332,Female,0,Yes,Yes,50,Yes,IL,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.4,4116.15,Yes
Justin1500-14586,Male,1,Yes,No,61,Yes,IL,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),85.55,5251.75,No
Justin1501-19378,Male,1,Yes,Yes,10,No,MO,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.55,362.6,No
Justin1502-16952,Female,0,Yes,No,61,Yes,IL,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.3,6518.35,No
Justin1503-13764,Male,0,No,No,58,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,Yes,Credit card (automatic),25.3,1474.35,No
Justin1504-18048,Male,0,Yes,No,65,Yes,IL,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.85,5940.85,Yes
Justin1505-13781,Male,0,Yes,Yes,62,Yes,MO,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),81.45,4983.05,No
Justin1506-15105,Male,0,No,No,2,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.65,74.9,Yes
Justin1507-13413,Female,0,Yes,Yes,43,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Mailed check,20,817.95,No
Justin1508-15585,Female,1,No,No,17,Yes,MO,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,1496.9,Yes
Justin1509-19966,Female,0,Yes,Yes,27,Yes,MO,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,66.15,1874.45,No
Justin1510-16567,Male,0,Yes,No,24,Yes,IL,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,2391.8,Yes
Justin1511-17213,Female,0,No,No,25,Yes,IL,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.9,2809.05,No
Justin1512-17269,Female,0,No,No,2,Yes,IL,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.7,169.8,Yes
Justin1513-14192,Female,0,No,Yes,2,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,Yes,Electronic check,19.6,35.85,Yes
Justin1514-18701,Female,0,No,No,5,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.6,402.5,No
Justin1515-19197,Female,0,No,No,10,Yes,IL,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1058.25,Yes
Justin1516-16318,Male,0,Yes,No,9,No,MO,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,40.65,328.95,Yes
Justin1517-19066,Male,0,Yes,No,72,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Credit card (automatic),19.3,1304.8,No
Justin1518-16680,Male,0,No,No,10,No,MO,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,29.5,255.25,Yes
Justin1519-13700,Male,0,Yes,Yes,46,Yes,IL,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80,3769.7,No
Justin1520-16746,Male,0,Yes,Yes,17,Yes,IL,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,62.1,1096.65,No
Justin1521-15230,Male,1,Yes,Yes,71,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Credit card (automatic),19.8,1388.45,No
Justin1522-13096,Female,1,Yes,No,56,Yes,IL,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),68.45,4014,No
Justin1523-18991,Female,0,No,No,2,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.95,119.75,Yes
Justin1524-15512,Female,0,No,No,61,Yes,IL,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.2,5500.6,No
Justin1525-15262,Female,0,Yes,Yes,56,Yes,IL,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),81.25,4620.4,No
Justin1526-14610,Male,0,Yes,Yes,1,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,19.9,19.9,Yes
Justin1527-14485,Female,1,No,No,67,Yes,MO,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),92.45,6140.85,No
Justin1528-19291,Male,1,No,No,27,Yes,IL,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,2964,No
Justin1529-15635,Female,0,Yes,No,56,Yes,IL,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.6,4902.8,No
Justin1530-16691,Female,0,Yes,Yes,48,Yes,IL,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,79.65,3870.3,No
Justin1531-15202,Female,0,Yes,No,55,Yes,MO,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,94.75,5276.1,No
Justin1532-13948,Male,0,Yes,No,61,Yes,IL,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),99.4,5943.65,No
Justin1533-18805,Female,0,No,No,47,Yes,MO,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,74.45,3510.3,No
Justin1534-14287,Female,1,Yes,No,20,Yes,IL,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,90.8,1951,Yes
Justin1535-17145,Female,0,No,No,60,Yes,IL,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),79.2,4765,No
Justin1536-15425,Male,0,Yes,Yes,72,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Electronic check,20.55,1432.55,No
Justin1537-13430,Male,0,Yes,Yes,8,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Mailed check,19.7,130.25,No
Justin1538-14740,Male,0,No,No,69,Yes,IL,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.7,7220.35,Yes
Justin1539-14827,Female,0,Yes,No,12,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.9,505.95,No
Justin1540-16124,Female,0,No,No,9,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.75,405.7,No
Justin1541-13771,Male,0,No,No,2,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),46.05,80.35,Yes
Justin1542-18705,Male,0,Yes,Yes,67,Yes,IL,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.2,7530.8,No
Justin1543-16831,Female,0,Yes,No,64,Yes,MO,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,74.35,4759.55,No
Justin1544-13857,Male,1,Yes,No,52,Yes,IL,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,5568.35,Yes
Justin1545-14014,Male,0,Yes,No,14,Yes,IL,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.15,1139.2,Yes
Justin1546-17525,Female,0,Yes,Yes,6,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,19.85,119.3,No
Justin1547-19981,Male,0,No,Yes,71,Yes,IL,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),106.7,7382.25,No
Justin1548-17829,Female,0,Yes,No,62,Yes,MO,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81,4985.9,No
Justin1549-16074,Female,0,Yes,Yes,48,Yes,IL,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,82.05,4029.95,Yes
Justin1550-16661,Female,0,No,No,7,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,564.65,No
Justin1551-18872,Male,0,No,No,7,Yes,MO,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.65,544.55,Yes
Justin1552-16504,Female,0,Yes,Yes,9,Yes,IL,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.35,754.65,Yes
Justin1553-18249,Male,1,No,No,52,Yes,IL,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.75,5832,No
Justin1554-14807,Female,0,Yes,Yes,23,Yes,IL,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.1,2198.3,No
Justin1555-13881,Male,0,No,No,69,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,Yes,Bank transfer (automatic),19.3,1447.9,No
Justin1556-14433,Female,0,Yes,No,18,No,MO,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.05,669.85,Yes
Justin1557-13482,Male,0,No,Yes,1,Yes,MO,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.95,48.95,Yes
Justin1558-16404,Female,0,No,No,9,No,MO,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,40.75,359.4,No
Justin1559-14870,Female,1,Yes,No,47,Yes,IL,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.7,4747.2,No
Justin1560-17466,Female,1,No,No,41,Yes,MO,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),101.1,4016.2,No
Justin1561-19630,Male,0,Yes,No,71,Yes,IL,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),98.65,6962.85,No
Justin1562-13461,Male,0,Yes,No,70,Yes,IL,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.65,7968.85,Yes
Justin1563-17442,Male,0,Yes,No,45,Yes,IL,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.55,3713.95,No
Justin1564-19769,Female,0,Yes,Yes,47,Yes,IL,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.3,4107.25,No
Justin1565-15165,Female,0,No,No,41,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,Yes,Mailed check,19.75,806.95,No
Justin1566-19203,Male,0,Yes,No,2,Yes,MO,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.2,143.65,No
Justin1567-17056,Male,0,No,No,46,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Electronic check,19.95,907.05,No
Justin1568-16777,Male,0,No,No,3,No,MO,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.75,96.85,No
Justin1569-17211,Male,0,Yes,Yes,72,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Mailed check,26.1,1851.45,No
Justin1570-15810,Female,1,No,No,28,Yes,IL,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.3,2890.65,Yes
Justin1571-16421,Male,0,No,No,36,Yes,MO,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,65.4,2498.4,Yes
Justin1572-15877,Male,1,Yes,No,27,Yes,IL,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.55,2510.2,Yes
Justin1573-19434,Male,0,No,No,7,Yes,MO,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.3,445.95,No
Justin1574-13584,Male,0,Yes,Yes,40,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Credit card (automatic),25.25,1006.9,No
Justin1575-15897,Male,0,No,No,6,Yes,MO,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.15,336.7,No
Justin1576-13060,Female,0,Yes,Yes,67,Yes,IL,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),69.9,4615.9,No
Justin1577-16702,Female,0,No,No,24,Yes,MO,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),49.3,1233.25,No
Justin1578-18032,Male,1,No,No,24,Yes,IL,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),54.8,1291.3,No
Justin1579-19148,Female,0,Yes,Yes,72,Yes,IL,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8476.5,No
Justin1580-15204,Male,0,No,No,2,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,19.35,46.35,No
Justin1581-14100,Female,0,Yes,Yes,33,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Credit card (automatic),24.15,800.3,No
Justin1582-16790,Male,0,Yes,No,48,Yes,IL,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),70.55,3420.5,No
Justin1583-13661,Female,0,Yes,Yes,55,Yes,IL,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,100.9,5448.6,No
Justin1584-18184,Male,0,Yes,Yes,12,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Mailed check,19.7,258.35,No
Justin1585-14396,Male,0,No,No,6,Yes,MO,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,80.25,493.4,No
Justin1586-14423,Male,0,Yes,Yes,70,Yes,IL,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),78.35,5445.95,No
Justin1587-15014,Female,0,No,No,42,Yes,MO,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.65,2536.55,No
Justin1588-18241,Male,0,Yes,Yes,54,Yes,MO,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),79.95,4362.05,No
Justin1589-13240,Male,0,No,No,27,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,Yes,Credit card (automatic),19.4,460.25,No
Justin1590-14922,Female,0,Yes,Yes,33,Yes,MO,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,3124.5,Yes
Justin1591-18550,Male,0,No,No,23,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Electronic check,20.85,473.9,No
Justin1592-17464,Male,0,Yes,No,69,Yes,IL,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),107.2,7317.1,No
Justin1593-16261,Female,0,No,No,5,Yes,IL,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.6,249.95,Yes
Justin1594-14445,Male,0,No,No,1,Yes,MO,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.7,55.7,Yes
Justin1595-17909,Female,0,No,No,50,No,MO,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),39.7,1932.75,No
Justin1596-19337,Female,0,No,No,10,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.25,428.7,No
Justin1597-16613,Male,0,No,No,12,Yes,IL,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1148.1,Yes
Justin1598-13411,Male,1,No,No,64,Yes,IL,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.5,6548.65,No
Justin1599-16053,Female,0,No,No,3,No,MO,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,34.25,139.35,Yes
Justin1600-15119,Female,1,No,No,46,Yes,IL,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),69.1,3255.35,No
Justin1601-15193,Male,0,Yes,Yes,52,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Mailed check,24.55,1331.05,No
Justin1602-14845,Male,1,Yes,No,41,Yes,MO,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,3851.45,No
Justin1603-13205,Male,0,Yes,Yes,72,Yes,IL,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),108.4,7767.25,No
Justin1604-14365,Male,0,No,Yes,6,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,26.35,184.05,No
Justin1605-15598,Female,0,Yes,Yes,7,No,MO,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,149.05,No
Justin1606-17440,Female,0,No,No,38,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Mailed check,20.05,678.2,No
Justin1607-13229,Male,0,No,No,48,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Credit card (automatic),19.85,916,No
Justin1608-17106,Male,0,No,No,1,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,20.45,20.45,No
Justin1609-18182,Male,0,No,No,1,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,19.2,19.2,No
Justin1610-15740,Female,1,Yes,No,43,Yes,IL,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,109.55,4830.25,Yes
Justin1611-13563,Male,0,Yes,Yes,52,No,MO,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,50.2,2554,No
Justin1612-15089,Male,0,Yes,No,51,Yes,MO,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.85,4307.1,No
Justin1613-15669,Female,0,Yes,Yes,17,Yes,IL,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.4,1607.2,Yes
Justin1614-15007,Female,0,No,No,58,Yes,MO,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.45,6145.85,Yes
Justin1615-19076,Male,0,Yes,No,16,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1189.4,No
Justin1616-17680,Female,0,Yes,Yes,71,Yes,IL,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.5,7030.65,No
Justin1617-16391,Female,0,No,No,13,Yes,MO,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,55.15,742.9,No
Justin1618-14978,Female,0,No,No,41,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,Yes,Mailed check,19.85,810.45,No
Justin1619-13822,Male,0,No,No,43,Yes,IL,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.85,3365.85,Yes
Justin1620-13406,Male,0,No,No,26,Yes,MO,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),59.45,1507,No
Justin1621-19151,Female,0,Yes,Yes,12,No,MO,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),33.15,444.75,No
Justin1622-15107,Male,0,Yes,No,4,Yes,IL,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,65.6,250.1,No
Justin1623-18183,Female,0,Yes,No,72,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Credit card (automatic),20.5,1502.25,No
Justin1624-16326,Female,0,Yes,No,54,Yes,IL,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),70.15,3715.65,Yes
Justin1625-13713,Male,0,No,No,26,No,MO,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),54.55,1362.85,No
Justin1626-15047,Male,1,Yes,No,29,Yes,IL,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.3,2357.75,No
Justin1627-13024,Female,0,Yes,No,51,Yes,IL,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.85,4947.55,No
Justin1628-19647,Male,0,No,Yes,17,Yes,MO,DSL,No,No,No,No,No,No,One year,No,Mailed check,44.6,681.4,No
Justin1629-16032,Male,0,Yes,Yes,72,Yes,IL,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.7,7919.8,No
Justin1630-14188,Female,0,Yes,Yes,17,Yes,IL,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.45,1451.6,Yes
Justin1631-14054,Male,0,No,No,12,Yes,MO,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,56.65,654.85,Yes
Justin1632-13495,Male,0,Yes,Yes,70,No,MO,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.35,4138.7,No
Justin1633-14826,Male,0,No,No,54,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Mailed check,20,1149.65,No
Justin1634-15910,Male,0,No,No,7,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,73.6,520,Yes
